id,Date,Comment,Usage,Label
1084,20120825165343Z,segue la logica perchxe il capitalismo implica la proprietxe privata e altri concetti che frammentano distruggono la societxe la solidarietxe ma sarebbe un discorso troppo lungo e filosofico da fare figuriamoci se si dovesse affrontare tale discorso con chi xe convinto che lattuale sistema economico e sociale siano gli unici possibili e non vanno oltre la logica del profittonnsi certo ora direte ma dove sono sistemi alternativinnce ne sono diversi e nessuno trova risalto sui media per ovvi motivi il potere cerca sempre di difendere lo status quo come hitler o mussolini non facevano parlare di democrazia allistituto luce o altro,PrivateTest,0
1085,20120603131642Z,say you are right then let private business build and run the rail,PrivateTest,0
1086,20120531065718Z,xayeah fuck that freedom of choice bullshit,PrivateTest,1
1087,20120531032659Z,where are you readin that i see dl,PrivateTest,0
1088,20120528171406Z,he didnt but killing a dog with your bare hands and making it suffer while doing so is something only a sociopath could do child molesters dog killers are both sociopaths stop acting like killing a dog by drowning is some normal thing hes a seriously sick person and shouldnt be allowed to play in the nfl good luck getting a good job in the corporate world with that on your record and for good reason,PrivateTest,0
1089,20120527025216Z,fuuuck i need a dodgers win,PrivateTest,0
1090,20120602063153Z,yesyes you are,PrivateTest,0
1091,20120603100555Z,the murderer in seattle has his ccl xashot dead in a coffee house then shot another when he jacked her carnnpretty irresponsible behavior if you ask me xa,PrivateTest,0
1092,20120529022606Z,youre like a little girl man up assss face,PrivateTest,1
1093,20120529011229Z,lol you are an absolute idiot without an education yourselfxa you are one to talk,PrivateTest,1
1094,20120527073109Z,the black community is fucked always will be willy lynch is in hell poppin bottled water and throwing confetti flames,PrivateTest,0
1095,20120824235050Z,hey idiotn my point was that you were too stupid to grasphow about stopping this law of return which is very racist and tear down the apartheid wall on palestinian land why cant the palestinians return to their own homes that you forced them out ofdont forget the un declarationzionism is racisminstead of welcoming the stranger you have engaged in a pattern of ethnic cleansing if it werent for the us israel would be under economic sanctions right now i care deeply for the palestinians be they muslims or christians archbishop theodosius attalah hanna a palestinian arab born in israel has spoken at length about the deplorable mistreatment of the palestinians by the israelis i dont believe its your land i believe jeus when he said the land would be taken away from you and given to anotherisrael existsnot because of god but because of the balfour declarationabraham foxman goes crazy when people say american is a christian country with freedom of religion for everyone im in favor of immigration to american and israel,PrivateTest,1
1096,20120601131630Z,lawl bro where were you last year,PrivateTest,0
1097,20120529011050Z,you are revealing yourself as a closet tyrant or are you now coming out of the closet,PrivateTest,1
1098,20120531032426Z,hey adfdbcdfeadisqus quit using and instead of for and to believe me you fucking arent prince,PrivateTest,0
1099,20120602023839Z,disgusting is your comment zoo as well as your own like,PrivateTest,1
1100,20120603010009Z,lol defends sounds better you asshole,PrivateTest,1
1101,20120528093842Z,newspaper comments means your never far away from an idiot posting a silly remark disqus,PrivateTest,1
1102,20120528134547Z,ps and drop that loser suzyxa you are a loser and a trouble makerxa exit stage left and go get a jobxa it is a rap,PrivateTest,1
1103,20120601151001Z,nwhy are you sweating cant handle facts eh,PrivateTest,0
1104,20120601200747Z,are you changing the username to your username,PrivateTest,0
1105,20120527063049Z,absofuckinglutely perfectxa dayum you sir are a very hot man,PrivateTest,0
1106,20120602165545Z,is it gay if you tried to suck your own dicknnni never tried itjust wonderingnnthoughts,PrivateTest,0
1107,20120602222446Z,xawhere is your source,PrivateTest,0
1108,20120529103154Z,read any review for proof of smoothness and i said wp was the opposite of a dead platform not the fastest growing platform i dont understand why people like you attack other oss its stupid i like android but i also like wp its so moronic to try to put down another os because there is literally no logical reason to,PrivateTest,1
1109,20120601162135Z,so youve been to new haven ct,PrivateTest,0
1110,20120529030243Z,cant be a king when u don know whos your daddy nit wit,PrivateTest,1
1111,20120602161220Z,of course you know that if you are gardening you dont get to sit very much,PrivateTest,0
1112,20120529065137Z,only ignorant ass nigga i see is youstep off bitch,PrivateTest,1
1113,20120601203531Z,xawho are you calling morons you agitating asle,PrivateTest,1
1114,20120531162444Z,fly you an asshole,PrivateTest,1
1115,20120531021703Z,are you joking thats the celts idiot,PrivateTest,1
1116,20120825013354Z,i am always curious why politicians both parties make spanish language adsnif you are able to vote i assume you are an american citizen if you have been here long enough to become an american citizen why cant you speak english,PrivateTest,1
1117,20120528175909Z,xayou faggots are never happy with anything possibly why you dont have your own bmx site,PrivateTest,1
1118,20120823125134Z,if you can understand what is being said here you should be able to respond in english,PrivateTest,1
1119,20120531150240Z,xawhy then are you liberals targeting women nn,PrivateTest,0
1120,20120531130130Z,because you are a spurs pig,PrivateTest,1
1121,20120602141815Z,its idiots like mr pelham who like a law which really allows someone to murder someone else with no eye witnesses and then claim selfdefense under the equally idiotic stand your ground lawxa n,PrivateTest,1
1122,20120526233014Z,ny niggasxaneed to stop hatin the only major nigga still living that just blew in the past yrs is jayz that boy nas is good all the rest of themufeff new york niggaz is garbage mobb deeps first video was flossing a honda accord or a acura fuck you diabetic lookin niggaz,PrivateTest,0
1123,20120529025905Z,yes you arenow try and fix it,PrivateTest,0
1124,20120602165646Z,screw you,PrivateTest,0
1125,20120527140853Z,wapo exist to publish news you are truly lostinthemiddle,PrivateTest,0
1126,20120527031005Z,fuck i wanted to say that lmao,PrivateTest,0
1127,20120603201744Z,you are angels fan not a la losers fan so keep watching game,PrivateTest,0
1128,20120527220902Z,xawhat the fuck are you talking about common wasnt trying to end his career he made a song drake felt some kind of way and starting talking hard shit talking about say my name common said his name and that drake showed his pussy lips and said im not going to reply because im to big but yet he can try and diss lil kim thought right drake is a pussy straight up,PrivateTest,0
1129,20120602222652Z,thats why you rather talk about teaching your pig you are indeed incapable of much elsexa,PrivateTest,1
1130,20120601010040Z,are you thinking about getting one,PrivateTest,0
1131,20120527025205Z,i wonder how you would do as presidentim sure you have fulfilled every promise you have ever made right i am sure you are perfect and never make mistakes and im sure you walk on water because you sound a little holier than thou,PrivateTest,0
1132,20120529022657Z,only when you hop off my dick,PrivateTest,1
1133,20120528081113Z,endoftheline ugliness meansreally fucking uglyxa that picture is pretty unflattering but its not something i would give a second glance to if i were walking by her on the street,PrivateTest,0
1134,20120603174526Z,you afroamerican negros only not blacks from different cultures,PrivateTest,1
1135,20120603033943Z,punchxayour dad,PrivateTest,0
1136,20120603045352Z,you are not one to define intellectual honesty or reading compreshensionn,PrivateTest,1
1137,20120528194048Z,and you were good as a baby then look what happened,PrivateTest,0
1138,20120601000705Z,congrats on the new job it is definitely worth a little splurging,PrivateTest,0
1139,20120603044501Z,where did you read anything about attempted suicide,PrivateTest,0
1140,20120827011909Z,that is a totally ignorant way of looking at history luckily most americans are educated to think differently placing st century morals and ethics on the past is wrong no matter what time period you speak of learning about past mistakes and honoring people who fought for what they thought was right and were americans that have made this country is not wrong wrong wrong we all come from ancestors who did things in the past that we would think of as indescribable today the white supremisct and redneck comment just makes you look as dumb as other racists,PrivateTest,1
1141,20120601120339Z,bath salts goshnnbut seriously bath salts come in mg packets most of the idiots taking that shit dont realize you are only supposed to take mg at a time most of them take it all at once this leads to some seriously seriously fucked up people doing some seriously fucked up shit and they arent even close to being banned in most states yet do yourself a favor and stay the fuck far away from that shit,PrivateTest,0
1142,20120528145326Z,lindie minutes ago in reply to designun yes mexicans are dying every day because good god fearing americanscant seem to get through a day sobernnno mexicans are dying everyday because eric holder ordered the atf to allow gun smuggling via fast and furious in a pathetic attempt by obama to undermine the nd amendmentnnnice try go back to your bottle now canuck,PrivateTest,1
1143,20120601154722Z,yep that is it and you are my park ranger so get back to work,PrivateTest,0
1144,20120528234508Z,you dont need to play ityou are it,PrivateTest,0
1145,20120529020751Z,haha you were serious,PrivateTest,0
1146,20120528063939Z,are you really a former pro athlete,PrivateTest,0
1147,20120602030417Z,thank you so much neha,PrivateTest,0
1148,20120528194036Z,this had better be the last time i hear some shit like this or i ma board up my crib load up on guns and play resident evil to sharpen my shooting cuz i aint goin down without a fightwrdeverything,PrivateTest,0
1149,20120528134645Z,the juxtaposition of the jaguar pitch and joans evening was fucking brutal xai thought i was going to diennpete campbell you horrible horrible man,PrivateTest,0
1150,20120603044327Z,good night present porn creampies and a href porn downloads a henitia porn black gay porn dvd got gay porn porn star awards a href of the jungle porn a porn homemade porn women and machinary adult porn comic collection a href porn a free streaming porn tube foxxy love drawn together porn charlie porn games a href amasture porn a india homosexual you porn a href porn pics a real hookers porn site see you later rna href oriflamel onlinea rna href generic online kamagra drug a,PrivateTest,0
1151,20120528043717Z,ill still fuck him up,PrivateTest,1
1152,20120531184949Z,youre name is anon shut the fuck up,PrivateTest,1
1153,20120531043638Z,liking your own comments shaaaaame loser,PrivateTest,1
1154,20120826183220Z,junk food will make you fat but junk science will rot your brain extra weight you can lose being too full of yourself just feeds on itself until your head explodes poor hemi pop goes the weasel,PrivateTest,1
1155,20120528171412Z,what size are younxa,PrivateTest,0
1156,20120531144421Z,wow you are sensitive this trailer is amazing,PrivateTest,0
1157,20120531221953Z,kill the unborn womenxa not too smart when you are pointing fingers at the republicans for waging war on themxa hysterical liberals talking points but they go beyond to actionxaxa kill the potential women voters you want to count onxa this is a real loser for you progressive liberals,PrivateTest,0
1158,20120529060214Z,wow are you serious hahahaha,PrivateTest,0
1159,20120825171627Z,xavorhin hatte ich meine albernen minuten nun antworte ich mal ernsthaft also ich meine wenn man alleine lebt muss man doch nicht in die einsamkeit ziehen und da versauern eben gerade dann nicht das ist doch der albtraum man kann dich in irgendeinen verein eintreten oder so in einen chor gehen da kriegt man schnell anschluss wenn man dann noch arbeitet sind ja viele stunden vom tag schon weg und warum kein gemeinsames konto weenn beide arbeiten warum soll man dann alles zusammenschmeixdfen wenn nur einer arbeitet ist es viell was anderes,PrivateTest,0
1160,20120601063833Z,oh dear the right wing retards have picked up this articleni know the ave iq of right wing idiots is significantly less than the average human being to be fair my pet monkey has a higher iq and he is on drugs naughty monkey he is due a slapping laternnoh yeah i was going to ask if the right wingers are rooting for war on behalf of israel boeing lockeed rayathon etc attackking babies in arms with cruise missiles must make you all proud to be a merican dont forget to claim it is gods willn,PrivateTest,1
1161,20120602161856Z,i know shes black and i know everyone else knows shes black she only has very light skinnnthis is like asking are people aware michael jackson is black anymore yes us white folks still know mj was black just with white skin same with nickinnif youre born black youre black doesnt matter what you do with your skin after that point or how you try to portrait yourself,PrivateTest,0
1162,20120531021839Z,papi why are you such a hateful person,PrivateTest,1
1163,20120529020810Z,like your momn,PrivateTest,1
1164,20120527073155Z,xayou are a very nasty person,PrivateTest,1
1165,20120531032325Z,they crushed the only good car in that whole movie wow and this was so much more important than finding where shipments of drugs illegal weapons or illegal immigrants were going how about taking the resources you fucking wasted to ruin this guys life and put them towards enriching the lives of others put that money into a fucking school or something shit i dont know,PrivateTest,0
1166,20120602193142Z,bro your caps lock is stuck,PrivateTest,0
1167,20120527161236Z,i just fucking vomittedn,PrivateTest,0
1168,20120529130415Z,thank you heavenly father for jesus your mercy grace daily you are definitely my power source my everything,PrivateTest,0
1169,20120527175843Z,you already are,PrivateTest,0
1170,20120826024549Z,your mother should have had an abortion and thus none of us would be subjected to your stupidity tonight,PrivateTest,1
1171,20120530223609Z,i mean have we learnt nothing from the catholics when you stomp on natural human urges you fuck with peoples brains you give them a distorted view of their bodies and those of others all sanctified by the church terrible,PrivateTest,0
1172,20120531011914Z,well straight what is your narrative a little chaff is all the argument you have,PrivateTest,1
1173,20120527211824Z,wow someone doesnt like you,PrivateTest,0
1174,20120602030616Z,then why are you so foolish to even bother coming here,PrivateTest,1
1175,20120528233031Z,pussy t aint fucking with wayne lyrically check his mixtapes and albums wayne is way more successful than pussy t and richer,PrivateTest,0
1176,20120602030251Z,sounds like youre the racistyou hate whites,PrivateTest,1
1177,20120527213829Z,hey twinny how are you,PrivateTest,1
1178,20120601010011Z,you need to leave your hole sometimes,PrivateTest,1
1179,20120602024005Z,xaxano its always about money youre just older now and you lament because you cant ignore it life is much better when you can enjoy games as entertaining as this one to its fullest,PrivateTest,0
1180,20120601151215Z,fat people are a safety concern on a flightxa what if people need to get off the plane quickly and your fat butt is in the wayxa i would have no problem trampleing you,PrivateTest,1
1181,20120528191957Z,i work at a major phone retailer i have to deal with proclaim like those commenting all the time that they broke their precious iphone so you drop your phone twice then a third time how does sound for a new phone why would you pay the twice when you can get a decent case once and not have to pay for a new one or wo applecare buy a case you cheap pathetic bastards nnthank you author for not being a dumbass and those who dont have a case stop whining like an apple gambit b when some speaks logic,PrivateTest,1
1182,20120528232931Z,bennetts made me laugh so fucking hard hahaha,PrivateTest,0
1183,20120603071025Z,looks like your stair case,PrivateTest,0
1184,20120603044615Z,youre the proof,PrivateTest,0
1185,20120603121304Z,foreigners are perfectly welcome in china unless your name is george bush or dick cheney we wont arrest you haha,PrivateTest,0
1186,20120603131340Z,man you are some incredible racist black boy,PrivateTest,1
1187,20120602134838Z,i tried the brown sugar scrub doesnt smell very well when not usingthe oil goes to the top you will have to restir does leave your skin feeling silky,PrivateTest,0
1188,20120528180945Z,always nice blond uk girls and some tanned guy from the south europe man they south euros have all the fun and dont even talk about porn its all tanned guys with uk girls man its fucking not right,PrivateTest,0
1189,20120602161953Z,fuck off mate that would make a great kids story its not like the kid understands wages or anything also their biggest cunt didnt play in the match isnt that a good moral,PrivateTest,1
1190,20120531222019Z,you dont know what you are talking about he does,PrivateTest,1
1191,20120527211557Z,mexico win what are you smoking dude,PrivateTest,0
1192,20120823193309Z,wazzatnnnnhail to the chief wrote in response to ohreallynow n aw the syphxedlxedsriddled cxfant is all riled up boo fxfackxedng hoo take your pathetically lame comments and shove them deep up that dry elderly snxetch and choke on it grandmaits pxedgfxfacked moron liberals like you that voted that disaster into the wh and cost us trillions and threw the country into the toilet now do us all a huge favor and go fuckoffanddie in agony itll be the first time in your miserable existence that you actually did something worthwhile in the meantime sxfauk my glistening conservatism bxedtuh,PrivateTest,1
1193,20120603210015Z,you are a hoot beckie,PrivateTest,0
1194,20120601111006Z,xanext life nnare you hindu,PrivateTest,0
1195,20120602113515Z,well you are so retarded,PrivateTest,1
1196,20120824173900Z,are you ready for the idiots bashing of youxa nnhow dare you accuse the king and his knights of trying to deceive his kingdom,PrivateTest,1
1197,20120825183700Z,even if you post one line it is a lie or distortion,PrivateTest,1
1198,20120528171528Z,whats disgusting is people like you judging the life journey of others go crawl back under your rock and let those who are positive make the comments,PrivateTest,1
1199,20120529075726Z,you get a derp for effort,PrivateTest,0
1200,20120528004507Z,goodnight to you and the rest of your cop friends and your inside jokes,PrivateTest,0
1201,20120528093640Z,go fuck a wall and cry but make sure no other dinging jew stands behind you or you might lose your honor,PrivateTest,1
1202,20120528043824Z,westbrook is going to learn like ai did when you are a crappy pg your team suffers while your stats soarnnbtw aiwestbrooknn,PrivateTest,0
1203,20120531011438Z,xastrict gun laws stop criminals from owning guns to commit crimesxa you are a moron,PrivateTest,1
1204,20120602054315Z,jwaan full of shit as usual,PrivateTest,1
1205,20120601131408Z,you mean bitterman has a white trash inflatable,PrivateTest,0
1206,20120602201225Z,be quit mookie you dont know what your talkin bout artard,PrivateTest,1
1207,20120601143611Z,no douchenozzle its murder xaany way you look at it when you stop a beating heart its murder,PrivateTest,1
1208,20120531011853Z,you sounded nervous as fuck but i would be too good fucking job dude proud of you,PrivateTest,0
1209,20120531173116Z,shut your pie hole b,PrivateTest,1
1210,20120826202442Z,forget about all of the critics on this comment board mr gill its about time someone starts exposing idiots like this guy delesdernier this guy is arrogant and sits around passing judgement on teachers when the whole time he cant put together an intelligent sentence in writing and he is supposed to be an attorney and is a member of jpsb and past president of the school board it tells me that he must suck as an attorney if he keeps seeking political jobs where he obviously does not need any skills to perform how did this guy get on the school board anyway what an embarrassment to jp and the state of louisiana god forbid if this moron would actually become a judge good job mr gill,PrivateTest,1
1211,20120602002909Z,what is your point or do you have one,PrivateTest,0
1212,20120527063259Z,xahmmmmgofuckyourself,PrivateTest,1
1213,20120602024125Z,your paintings are beautiful charlotten,PrivateTest,0
1214,20120825212048Z,get off your knees your embarrassing yourselves,PrivateTest,1
1215,20120527161036Z,xayou are proving yet again that liberals are masters of doublethinkxa,PrivateTest,0
1216,20120602113357Z,are you his employersee how this works,PrivateTest,0
1217,20120823154922Z,im guessing english is not your first language he was being sarcastic,PrivateTest,0
1218,20120602095037Z,check your own usernamexa doofus and your spelling,PrivateTest,1
1219,20120603205953Z,you xaare crazyy,PrivateTest,1
1220,20120527070219Z,xaspent more than all others combined are you insane,PrivateTest,0
1221,20120826010534Z,what a loser you are,PrivateTest,1
1222,20120531045621Z,anna you are so talentedn,PrivateTest,0
1223,20120602193112Z,fuck you mikal dont laugh at something i say you stupid little punk ass bitch no one likes you pussy,PrivateTest,1
1224,20120602004049Z,who the fuck gives a shit peanut what forbes says thats like if fucking people magazine wrote up an opinion paper about diablo it wouldnt be worthy of wiping my ass with,PrivateTest,0
1225,20120531032231Z,ssshhhhhh you are being logical,PrivateTest,0
1226,20120531185626Z,you must be relatedxa to the nigger above live in the same trailer park do ya,PrivateTest,1
1227,20120528225340Z,fucking spoiled rich fuckers have no clue what it is to make a dollar go and work for a living and see if you burn a k bag hell you wouldnt even be burning a dollar bag that is not art losers,PrivateTest,1
1228,20120826160855Z,como siempre de estupidos e ignorantes siempre se equivocana poco no saben distinguir ba,PrivateTest,0
1229,20120529022707Z,xadid you really think little georgies mess could be cleaned up in years,PrivateTest,0
1230,20120825022623Z,insulting a little baby really how pathetic what an ahole thing to do,PrivateTest,1
1231,20120529163606Z,xafuck the insiders i watch the games we suck,PrivateTest,0
1232,20120824190052Z,oooh what a compliment i just wish it was from a higher life form,PrivateTest,1
1233,20120531153356Z,you guys are troublemaking trollsnnwell done,PrivateTest,1
1234,20120826225130Z,you just have to plan for the idiots thats all,PrivateTest,0
1235,20120601120450Z,shouldnt you be at your lamaze class,PrivateTest,1
1236,20120527072801Z,xaover views fuck boyget some money about yourself,PrivateTest,0
1237,20120603132751Z,xayou are a certifiedmoron,PrivateTest,1
1238,20120601154711Z,keep sucing down the koolaid liberat stoogehow pathetic you are,PrivateTest,1
1239,20120529073807Z,fuck texas xatoo hot to even visit that bitch xawho the fuck ever says oooooo im going to xatexas xaill wait for it no fucking body,PrivateTest,0
1240,20120825072617Z,this post gave me cancer someone go back in the timexaand make sure that his mother have an abortion xa,PrivateTest,1
1241,20120531184535Z,damn you and your winning ways,PrivateTest,0
1242,20120602033612Z,your name is stupid,PrivateTest,1
1243,20120602004029Z,you are correct sir,PrivateTest,0
1244,20120601160321Z,would you ever come to the uknxa,PrivateTest,0
1245,20120601005931Z,fucking sick xajessica is beautiful natural beauty would u rather see her with botox filler and vennersget a life loser,PrivateTest,1
1246,20120531162511Z,evelyn we new you were trash in the beginning but as the show grew you got out of control and really showed the world who you really are trash trash is what you are and you and chad are deserving of each other you all are from the same flock,PrivateTest,1
1247,20120528134432Z,don sounded like wrathful betty in that momentnndon was a woman scornednnknow you know how that shit feels don,PrivateTest,0
1248,20120527004656Z,hey fucking asshole just wondering do you have any good yarns about beating the shit out of any women lately were all dying to hearn,PrivateTest,1
1249,20120602222724Z,xabased on your comments you got some hate there puppy,PrivateTest,1
1250,20120601050119Z,wikipedia isnt fact you idiotnbsp,PrivateTest,1
1251,20120602222555Z,i hate isla dont want that douch in our team dirty little idiot last time we played against udinese he played dirty against vidal like he was trying to prove that he is better than king arturo i just have one thing to tell him in your dreams pedro,PrivateTest,0
1252,20120529160017Z,its a out of series you moron,PrivateTest,1
1253,20120601163631Z,remember anecdotal comments arent useful what are you lecturing me lol,PrivateTest,0
1254,20120602024043Z,then wtf are you doing on this site if you dont like fm then you dont deserve to be on this site now fuck off you wanker,PrivateTest,1
1255,20120603044732Z,get lost lightwieght xayou are way out of your league here,PrivateTest,1
1256,20120826031109Z,prejellybean what are you stupid have you even seen it doubtfulnnmy sii skyrocket is running ics just fine as smooth as any iphone ive seen and i know for a fact ive seen those,PrivateTest,1
1257,20120603205838Z,okc bandwagon just kidding since get off of kobes dick,PrivateTest,1
1258,20120601070831Z,lucky you i adore doodlebug your little pages are too adorable,PrivateTest,0
1259,20120531185246Z,please tell me you tried to spell rondo in your username you seem like a dumb fella,PrivateTest,1
1260,20120601054805Z,no offense but you are drunk,PrivateTest,0
1261,20120531043850Z,what are you talking about nn,PrivateTest,0
1262,20120531184749Z,i like your style,PrivateTest,0
1263,20120529130615Z,talk about freedom of speech we are being denied freedom to defend black pride n only white racist remarks are allowed and published here,PrivateTest,0
1264,20120527211140Z,if only everybody was as intelligent as you are,PrivateTest,1
1265,20120602223811Z,you dont get out much do you,PrivateTest,1
1266,20120526233123Z,funny because i clearly saw him put his arm infront of the elevator and another infront of her unless you saw another view i suggest you shut the fuck up before you talk shit obviously either way i wasnt serious no one knows whether this was real or fake or what the situation was so maybe you could hop off and obviously your a bitch you get mad over everyones comments nasty hoe,PrivateTest,1
1267,20120603184423Z,of course you would say that,PrivateTest,0
1268,20120601201051Z,considering obamas preferred methods of dealing with prisoners this may be the best way i mean were not going to get any intel out of them anyway and any that we do happen to get will be released to the msm immediately letting the other bad guys know what we know so whats the point of capturing these aholes might as well off them when we get somebody sensible back in the white house then we can go back to capturing them you know at the point when the soldier grabbing the goon doesnt have to worry about getting sued by the cretin whos being represented by one of barrys personal injury squad because he punched the murderous thug in the chops,PrivateTest,0
1269,20120529011231Z,are you serving sangria to the kiddos now,PrivateTest,0
1270,20120531144526Z,who so ever you are bravo,PrivateTest,0
1271,20120529073844Z,your comment is kinda racist lol dumb ass,PrivateTest,1
1272,20120531044021Z,where are you in the standings,PrivateTest,0
1273,20120601033630Z,you are a moron chargerin,PrivateTest,1
1274,20120527140536Z,would be cute on you barb,PrivateTest,0
1275,20120528043737Z,like your sister o georgetown lmao xa she was focused actting like she never tasted dick before,PrivateTest,1
1276,20120602112858Z,for me airsoft guns are good to use for a self defense yes it cant kill but it can hurt a lot but for goodness sake especially when you are in troublexanyourxasafetyxaxa will also base upon on how xafast your brain can response,PrivateTest,0
1277,20120602033300Z,do not tell me you are remodeling bathrooms again n,PrivateTest,0
1278,20120603031944Z,you guys are inspiring,PrivateTest,0
1279,20120531055250Z,xaquit your hiv drugs and dieyou are not a productive part of society,PrivateTest,1
1280,20120527221348Z,shit we take every bitch if you aint know spanish white blackxaasianxaitalianxagermanxaeuropeanxarussianxaaustrian new zealander canadianxapersianxascandinavianxaetc we get all the bitchesfuck you talking bout,PrivateTest,1
1281,20120601005659Z,you are a hypocritical idiotxa,PrivateTest,1
1282,20120601005625Z,fuck no ur hella annoying everytime u sing phillip u seemed lyk ur takin a shit plus no talent jessica is much better,PrivateTest,0
1283,20120528222446Z,then you get pujo,PrivateTest,0
1284,20120601110808Z,youre a moron,PrivateTest,1
1285,20120531061822Z,grrr grrr roar lmfao awww im sorry are you mad at the truth well better get ready to be mad for a long while cause you got my pres for more years lolnnoh yea you moronic dumbass have a nice day and a nice xamore years under obama lol,PrivateTest,1
1286,20120531184634Z,you must be bored probably a cavs fan,PrivateTest,0
1287,20120602021442Z,it has been mentioned several times are you accusing me of making it upxa shame on you,PrivateTest,1
1288,20120528100421Z,this is one of many reasons why you are the face of failure,PrivateTest,1
1289,20120529073433Z,go back to where you belong then fuckboy last time i checked you are still unfortunatelyover here stop bitching and grow a pair bitch,PrivateTest,1
1290,20120531044022Z,edlefson is absolute garbage get him the fuck off our team,PrivateTest,0
1291,20120602124246Z,tde is the futurennfuck this good music young money bullshit theyre both whack anyways,PrivateTest,0
1292,20120528171612Z,ok you mofos at city hall how about giving it back to the taxpayersxa,PrivateTest,1
1293,20120528221504Z,fuckin stuttering repeating the same shit not rhyming at all this is what hip hop is all about nowxa,PrivateTest,0
1294,20120826185502Z,xathis article has nothing to do with obama you fool,PrivateTest,1
1295,20120528095121Z,naturally youre proud of your own racism,PrivateTest,0
1296,20120825204901Z,first why do you make a comment with the id guest are you afraid of revealing who you are second i am xasick and tired of the stupidity of class warfare youve got to be quite stupid if you still dont know that those wealthy are the ones who provide jobs for those of us who work hard for a living it is an obvious conclusion that if we tax those who produce jobs they will produce less or reduce jobs that is not difficult to understand unless of course you are liberal who thrives in envy and division and class warfare,PrivateTest,1
1297,20120601054808Z,ha ha ho ho he hejimmybhoyharryboysame old trollha ha ho ho he heroynxantick tocknxa,PrivateTest,1
1298,20120603163623Z,yes it does muscle mass turns to fat when you no longer use it steroids make you able to increase the intensity and frequence of your workouts without steroids you cant maintain that pace and therefore your muscle mass drops no different than muscular response when off steroids,PrivateTest,0
1299,20120529010948Z,that should have been your name,PrivateTest,0
1300,20120531045827Z,all yall just shut the fuck up the man is dead get over it,PrivateTest,1
1301,20120527140753Z,xa i have no roommates either cause i hate bitches and as a few male friends told me the ratio of bitches to women like the loc is like,PrivateTest,0
1302,20120526233140Z,youll need a ring to remember your rings,PrivateTest,0
1303,20120823085419Z,mal den teufel nicht an die wandnes sei denn deutschland schafft seinen euro ab und die anderen dxfcrfen sich allein mit dem ganzen sch herumschlagen,PrivateTest,0
1304,20120528070834Z,lmmfao im weak as fuck are we gonna do coke that bitch was hilarious the whole vid,PrivateTest,0
1305,20120603163721Z,you mean fat,PrivateTest,0
1306,20120526232914Z,wow take it easy buddy sorry some people dont want to be a slave to money their whole life if what your talking about is shitting all over people im all for it,PrivateTest,0
1307,20120603202749Z,you guys are looking hawt,PrivateTest,0
1308,20120602093638Z,fucking scrabble,PrivateTest,0
1309,20120529103306Z,you just know she loves getting railed by big black cocks negro brothers are raping her pretty white cunt everyday while all the white boys jerk off to her picturees lol,PrivateTest,0
1310,20120527030901Z,that really was messed up that she called that little boy fat def unnecessary to attack him i wonder if shed rule against herself if his suicide was due to her talking shit about him on national tvxa,PrivateTest,0
1311,20120529011226Z,youre finding some really cool ideas,PrivateTest,0
1312,20120825032724Z,blaahhyour a hoot and after a thirty pack you must be a wild and crazy guy,PrivateTest,0
1313,20120603183716Z,takenprison is fucked now since connor gave sonby coowner he is abusing like fuck,PrivateTest,0
1314,20120531032158Z,really i bet you arent making six figures like this guy are you that red head douchebag guy who cohosted his diggnation shows because that was a pretty douchey comment,PrivateTest,1
1315,20120603132956Z,your moms hungry for sausage,PrivateTest,1
1316,20120531102918Z,youre clueless,PrivateTest,1
1317,20120526233251Z,then why are you republibaggers so angry when he was pulling the troops out of iraq,PrivateTest,1
1318,20120529024955Z,them some ugly motherfuckers proof you dont need to be beautiful to make it in hollywood you just have to know who to blowxa,PrivateTest,0
1319,20120601005822Z,you my friend are delusional,PrivateTest,1
1320,20120528134713Z,oh here you are again die for your own goodxa,PrivateTest,1
1321,20120531075851Z,you are wrong beside stupid asshole i was production supervisor in a printing company indetroit making usd and spent all my life in printing now i am years old and still working part time in printig company in detroit and never worked in liquor store,PrivateTest,1
1322,20120602021328Z,if we were all assholes diane sullivan cohen this forum would be full of shi t,PrivateTest,0
1323,20120826103252Z,xathey also faked the titanic sinking so that they could make stupid films about it and earn billions,PrivateTest,0
1324,20120603122147Z,which one are u getting,PrivateTest,0
1325,20120527221234Z,damn you,PrivateTest,0
1326,20120826062314Z,provee put your dil pickelson back in your pants provee is just a little guynlc,PrivateTest,1
1327,20120527221003Z,you are so correctnnplease note message attached,PrivateTest,0
1328,20120826151959Z,youre an idiot if you still believe those lies after its been exposed as a complete liewhy are you repigs so freakin stupid anywayn,PrivateTest,1
1329,20120527031141Z,miss you friend hope your enjoying quebec,PrivateTest,0
1330,20120603133244Z,xanot even close you are factually incorrect,PrivateTest,0
1331,20120603131717Z,let me guess youre a soccer fan,PrivateTest,0
1332,20120826040648Z,gunt labor i know you are but what am i please take some time to formulate your own opinion instead of just regurgitating mine back at me idiots like you erode your own arguments come again please,PrivateTest,1
1333,20120531173046Z,how do you really feel,PrivateTest,0
1334,20120603131356Z,xamurdered yes christians no you are the bigot spreading lies about christianity,PrivateTest,1
1335,20120527140525Z,xastupid fool you white people stole that land so what you talk about immigration idiot,PrivateTest,1
